photo,comment,comment_en,sequence_length
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ef71705adee0bd41e916ca8c2ac954ada3cd2abd.jpg,ถนนเป็นหลุมเป็นบ่อช่วยซ่อมแซมทีครับ,The road is a hole. It helps to repair.,35
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6f6806bcaf77a3c89a72d1676cf83f87993a973d.jpg,แจ้งถนนชำรุด ท้ายซอยสุขุมวิท 62 ตัดถนนทางรถไฟสายเก่า  มีหลุมลึกและกว้าง และเกิดอุบัติเหตุบ่อยครั้ง ขอความกรุณาดำเนินการซ่อมปรับปรุงให้ด้วบครับ นายพิพัฒน์ ดิษด้วง ผู้แจ้งร้องเรียน ตามภาพครับ,"Notify the damaged road at the end of Soi Sukhumvit 62, cut the old train road With deep and wide holes And frequent accidents Please proceed with the repair and improve.",190
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/cfe55cdb1482458649a8a4d6436c7839c23c0965.jpg,งานซ่อมสะพานลอยข้ามถนน(นราธิวาส ซอย 7) ใกล้กับสวนลอยฟ้า ผู้รับเหมาทำงานไม่เรียบร้อยในส่วนของท่อระบายน้ำที่ ไม่เอาขยะออก และ ท่อไม่มีฝาปิด กันขยะ,Repairing the overpass across the road (Narathiwat Soi 7) near the sky garden The contractor is not neat in the section of the drain that does not remove the garbage and the pipe has no waste cover.,144
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/b8461c0e77a054935aa4db05616e0bb888653a4f.jpg,ถนนเป็นหลุม,The road is a hole.,11
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/c976e95f0279dd3ac101fc01e4208e91fa70d7c2.jpg,มีการวาวกระถางต้นไม้บนถนนในซอย พหลโยธิน 24 แยก 4-1 และเป็นช่วงหัวโค้ง ทำให้อาจเกิดอุบัติเหตุได้ขณะเลี้ยว และรถไม่สามารถหลบหลีกกันได้หากมีรถจอดขวาง,"There is a flower pot on the road in Soi Phahonyothin 24, 4-1 intersection and a curved head. Causing an accident while turning And the car cannot escape if there is a car parked",146
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d79b9e9fd2b99cc2b2a58d0dcc6a80085815e3d1.jpg,พอดีเเจ้งเรื่องไปเมื่อวานครับ มีหน่วยงานทำเรียบร้อยเเล้ว ไม่ต้องส่งคนมาเเล้วก็ได้ครับ ขอบคุณครับ,Just like yesterday. There is a department already done. You don't have to send people. Thank you.,96
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/563c5449776a3227d00597ec01c2d0212ac137b8.jpg,ตรงคอสะพาน เลนกลาง 2 เลน ไม่เรียบ เป็นสันขึ้นมา รถกระโดด ทางวิ่ง จากสี่แยกศรีนุช วิ่งขึ้นไปสี่แยกพัฒนาการใต้ทางรถไฟฟ้า,"At the neck of the 2 -lane lane bridge, not smooth as a ridge, jumping the runway from Sri Nuch Intersection Run up to the Phatthanakan intersection under the sky train.",120
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5ad6249aae3743ee37b5aa139178de7d79151ebd.jpg,ถนนตรงจากแยกคุณกะลาไปประชาอุทิศ90 ถนนชำรุดแย่มาก แถมน้ำท่วมตลอดปี ยิ่งช่วงนี้น้ำในคลองสูงล้นท่วมถนนสูงตลอดเส้น ซึ่งถนนเส้นนี้ช่วงที่เป็นเขตของกทมถนนแย่มากๆๆๆ และเป็นช่วงเดียวที่ไม่มีการปรับปรุงพัฒนาใดๆมาหลายปี ทั้งๆที่เป็นถนนเส้นหลักมีรถสัญจรหนาแน่นตลอด อยากให้ไปดูถนนเส้นนี้ที่เป็นเขตของสมุทรปราการ เค้าที่มีการปรับปรุงถนนอย่างดี แต่พอถึงช่วงที่เป็นเขตกทม ระยะทางประมาณ4กม ยังคงแย่มากถึงมากที่สุด อยากให้จัดงบประมาณมาพัฒนาถนนช่วงนี้หน่อย ระยะทางแค่4กมเอง อย่าให้เกิดข้อเปรียบเทียบกับถนนช่วงอื่นที่เชื่อมต่อกันเลยครับ,"Street directly from Khun Kala Junction to Pracha Uthit 90 The road is very bad. Plus flooding throughout the year During this period, the water in the canal is overflowing, flooding the high road throughout the line. Which this road is in Bangkok, the road is very bad And is the only period that has not been improved for many years Despite being the main road, there are crowded cars throughout Would like to see this road that is the area of ​​Samut Prakan He has a good road improvement. But when it was during Bangkok The distance is about 4 km. Still very bad to the most Would like to have a budget to develop the road in this period The distance is only 4 km. Do not allow comparison to other roads that are connected.",519
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7284dd3ccf640fc67ed55ddc5656b35b8ed08c21.jpg,ถนนชำรุด,Damn road,8
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/506ea16a5aa1cfb2f0d424087c176a69809c35d7.jpg,มีน้ำท่วมขังในถนนช่างอากาศอุทิศ ดอนเมือง อยู่ช่วงนึงค่ะ เหมือนเป็นแอ่ง ไม่มีท่อระบาย(ท่ออาจจะตัน) ผ่านมาวันนึงแล้วน้ำไม่ลดลงเลยค่ะ แต่ต้น ๆ ซอยน้ำลดแห้งหมดแล้วค่ะ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 สัปดาห์,"There was a flood in the Don Mueang Don Mueang Road for a while. Like a basin There is no drain (the pipe may be toned). One day, the water does not decrease at all, but the beginning of the alley has already reduced the dry water. Akkot level height The flood has been less than 1 week.",214
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/42ec7ffe2552c8530d2d5a28481c2e1c747571e3.jpg,น้ำจากท่อห้องน้ำมีโคลน​ออกมา​ อยากให้มาล่อกท่อในบ้านให้หน่อย​ เสียค่าใช้จ่ายได้คับ,The water from the bathroom pipes came out. Would like to come to lure the pipe in the house Can cost,82
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5449eb099437c18312be004925eec41a2768640d.jpg,ถนนเป็นหลุมข้างธนาคารออมสินค่ะ,The road is a hole next to the Government Savings Bank.,30
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/3ec1f340b17e3a90a1ab684b6b5edb4075cc1b09.jpg,ถนนพังเป็นหลุมลึก,The road is broken into a deep hole.,17
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a43e019a9688655967b4d143d26e8545df7cfcc9.jpg,เรื่องไม่มีเจ้าหน้าที่มาเก็บขยะ,There is no staff to collect garbage.,31
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/96e22ed914671c8a4983560c64bd7df9ef8db71b.jpg,แจ้งเรื่องบ้านข้างเคียงสร้างบ้าน เจาะเสาเข็ม ไม่มีเวลาพัก ซึ่งมีเสียงรบกวน แค่อยากให้พักเสียงตอนช่วงเที่ยง บ้าง เพราะกินข้าวไม่ไหวปวดหัว 12.00.-13.00,"Report about the neighboring house, build a house, pile, do not have time to rest with noise Just want to rest at noon because I can't eat. Headache 12.00.-13.00",149
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/99cdbbb4a471d893fa7d2a83a49b005dbc8cffde.jpg,เจาะถนนซ่อมท่อ แล้วถมด้วยยางมะตอย แต่ยางมะตอยยุบตัวเยอะ เปนอันตรายต่อรถยนต์,"Drill the road, repair pipes Then filling with asphalt But the asphalt collapsed a lot Is harmful to cars",75
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/609c323390036061b3f436a43a0229c5e1c6b518.jpg,ถนนเลียบคลองลำกอไผ่เป็นหลุมลึกใหญ่เกิดอุบัติเหตุหลายครั้ง รบกวนหน่วยงานที่เกี่ยวข้องเข้ามาดำเนินการแก้ไขเบื้องต้นด้วยค่ะ,The road along the Lamkhom bamboo canal is a deep hole. There are many accidents. Please bother the relevant agencies to proceed with the basic correction.,120
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/bb997b816037cb7c553ec7ba9af78fd82985e295.jpg,ซอยคู้บอน 25 แยก 12 สะพานข้ามคลองแถวบ้านมีผักตบชวาขวางทางน้ำ รบกวนเวิกออกให้หน่อยนะครับ,"Soi Khubon 25, junction 12, the bridge over the canal near the house with water hyacinths blocking the waterway. Please give me a little.",87
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/0d3c820e44dd04d6be4d82c0c4be59d44904ccdd.jpg,ช่วยมาบอกให้ร้านหาบเร่นี้ย้ายออกไปหน่อยครับ ผิดกฎหมาย ไม่ใช่ที่ทำมาค้าขายเลยครับ ร้านมาขายช่วงเที่ยงทุกวัน จอดบนนถนนและเป็นตรงสามแยกอีก เกะกะรถยนต์ที่สัญจรต้องคอยหลบเป็นอันตราย ร่มที่กางก็บังแนวสะท้อนกระจกส่องทำให้ไม่เห็นรถที่สัญจรมาครับ,"Please tell the shop for this hawker to move out a bit. Illegal, not a place to trade at all. The shop sells during noon every day. Park on the road and be at the intersection again. Carcly car that travels must be dangerous. The umbrella that spreads the reflective glass, making the car not to see the car.",237
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/cea9697983703c512ac2c0b9ac2f5617accae3b8.jpg,1.สายสัณญาณห้อยระโยงระยางเสี่ยงต่ออันตรายเพราะเป็นทางรถเข้าออก,1. The wires are risky to danger because the car is in and out.,62
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5cb6fbd754b1839c6baa04eecdefff9cb5752175.jpg,บริเวณช่องกลับรถมาจากลุมพินีอ่อนนุช จะกลับรถขึ้น วงแหวนด้านในจากทางลง ใกล้ สวนพัฒนาภิรมย์ มีน้ำขังจนผักบุ้งขึ้นและครับ,"The U -turn area comes from Lumpini Onnut, will make a U -turn in the inner ring from the Phat Phirom Park. There is water until the morning glory grows and",118
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e7a71e811b01a58d14f0288b5217da15900f37fc.jpg,ท่อ,pipe,3
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/b72d1d877c2f4ff5b6e304ef05bf2c2bf9f89850.jpg,ถนนเป็นหลุม,The road is a hole.,11
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/1354ef8db6a1cf3447e345df0e7a284df5bc91fe.jpg,คนเร่ร่อนนอนใต้สะพานลอย,The homeless person sleeps under the overpass.,23
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/60f4c6d4029c897c5d74d3364176620f6a521fa0.jpg,เสาที่กดไฟแดงของคนเดิมข้ามถนนไมาทำงานค่ะ ตรงหน้าโลตัสปิ่นเจริญ3,The pillar that pressed the red light of the same person across the road. In front of Lotus Pincharoen 3,63
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6288a26a3cea236a9090a8756a44040d815d1bc2.jpg,มีการจอดรถในที่ห้ามจอด,There is a parking lot in the parking space.,22
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/de6e587dd7814056b9f3e80706792637ae1d22d9.jpg,ถนนขุมทองลำต้อยติ่งเป็นหลุมเป็นบ่อ มีมอไซต์ล้มหลายคน,"Kum Thong Road, Lam Phoi Ting is a bumpy hole. There are many motorcycles falling.",52
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/268219d7be759e7f39517d7ddde6475f290ba80b.jpg,ทางเดินเท้าชำรุด,Damaged pathway,16
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/22d7d456d93b2b6f2abd000b92466a42c03b7ad7.jpg,ขอกระสอบทรายประมาณ 50 กระสอบ ริมเขื่อนจุดที่มีฟันหลอ น้ำสามารถเข้ามาท่วมข้างในเขื่อนได้ เพราะมีบ้านค่อมเขื่อน,"Requesting a sandbag about 50 sacks by the dam, where there is a teeth The water can flood inside the dam. Because there is a house",109
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9045616b6cdf2cd46d4d24ce2e9dc604accc9707.jpg,ขอกระสอบทรายประมาณ 50 กระสอบ ริมเขื่อนจุดที่มีฟันหลอ น้ำสามารถเข้ามาท่วมข้างในเขื่อนได้ เพราะมีบ้านค่อมเขื่อน,"Requesting a sandbag about 50 sacks by the dam, where there is a teeth The water can flood inside the dam. Because there is a house",109
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7f8705f0a98a3fdc66fd1d7a12ee1bcf73b59e72.jpg,ขยะ,garbage,3
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/44783a7d4b73e801ce07b324b584e2ea7f7b1374.jpg,ปัจจุบันจุดนี้ยังไม่ได้รับการแก้ไขแถมยังหนักกว่าเก่า ทั้งปล่อยน้ำเสียลงถนนและไขมันเต็มไปหมดและจอดรถเกะกะทางเข้าหมู่บ้าน เส้นใหญ่มากแม้แต่เขตยังทำอะไรไม่ได้เลย ชาวบ้านก็รับชะตากรรมไป ร้านก๋วยเตี๋ยว 38/1อ่อนนุช,"Currently, this point has not been resolved and is still heavier than before. Both releasing wastewater down the road and the fat is full and parking the car, cluttering the entrance to the village The line is very big, even the district can't do anything. The villagers took the fate. Noodle 38/1 Onnut Shop",208
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/90916248d562ba9d57d5874ab4483409dfd1acba.jpg,มีการทิ้งน้ำเสียของบริษัท และชาวบ้านทิ้งสิ่งปฏิกูลลงคลอง,The company's wastewater has been discarded. And the villagers left sewage into the canal,56
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7ece5f3c2ac3db804a40916285d2416db7ef8a71.jpg,ถนนขุมทองลำต้อยติ่งเป็นหลุมเป็นบ่อ,"Kum Thong Road, Lam Phoi Ting is a bumpy hole.",34
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7017b4c986c8312215254246b5ef3089654257c0.jpg,ไฟที่ป้ายรถเมล์ ไม่ติด,The light at the bus stop is not stuck.,22
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e36d8f1c813defbd0c3f2ca28fb7d5113bcc67b2.jpg,ตัดกิ่งไม้,Cut branches,10
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/62c9f40ae09e1e07187596b64d2c28d926f62190.jpg,มีหลุมขนาดใหญ่ทำให้เวลาเกิดน้ำท่วมหรือมีรถที่ขับมาอย่างรวดเร็วและไม่ทันได้เห็นเกิดอุบัติเหตุ,There is a large hole causing the floods or a car that drives quickly and cannot see the accident.,92
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/dd86eee95e409216ad6219e26ba0c815a3c52198.jpg,สามแยกแป๊บซี่ บนถนนเจริญนคร มีป้อมจราจร 2 ฝั่ง ดูเหมือนฝั่งหน้า The River จะไม่ได้ใช้แล้ว ด้วยเหตุผลบางอย่าง เช่น อาจจะเป็นจุดเสี่ยงสำหรับเจ้าหน้าที่เพราะไม่ควรมีตั้งแต่แรก หรืออาจจะสิ้นสภาพใช้งานไม่ได้แล้ว ยังงัยก็ตาม น่าจะย้ายออก เพราะตั้งอยู่บนฟุตบาธที่ต่างระดับ เหลือพื้นที่ด้านหลังป้อมไว้สำหรับคนเดินบนฟุตบาธน้อยมากๆๆๆๆๆ คือ เกิน 55kg แทรกตัวลำบาก ทำให้คนใช้ทางเท้าต้องหนีมาเดินบนถนนซึ่งเป็นช่วงที่ไม่มีไหล่ทาง เป็นทางแยก ฯลฯ ลำบากมากๆๆๆๆๆๆๆ และเป็นจุดที่คนเดินผ่านเยอะ เพื่อไปสวนสาธารณะใต้สะพานตากสินฝั่งธนฯ แจ้งไป 2 ครั้งแล้ว ยังไม่มีการดำเนินการใดๆ,"Papsi intersection On Charoen Nakhon Road, there are 2 traffic forts. It looks like the River is not used. For some reasons, for example, it may be a risk point for officials because it should not be from the beginning. Or may not be able to end the condition, then however, should be moved out because it is located on the footbatics at different levels Leaving the space behind the fortress for the pedestrians on the foot of the Bat, very little, that is, more than 55kg is difficult to insert the sidewalk, causing the sidewalk to escape to walk on the road, which is during the lack of shoulder, etc. Very difficult. Eh And is the point where many people pass by In order to go to the park under the Tak Sin Bridge on the bank of the Thanon, notify 2 times and have not been done.",556
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d4a381abe13d10d3bb7fa00b2c76880e53aab808.jpg,ป้าย และ ไฟบนถนนสารธนะ สรง เขต อนุญาตให้ทำได้ ? เคยแจ้งเขตไปแล้วหลายปี,"Label and fire on Sarasan Samat Road, can it be done? Have notified the district for many years",70
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/c3b979fdf5742d865b75c33d2a372cbafa299795.jpg,บนทางด่วน กาญจนามุ่งหน้าพระประแดง มีการซ่อมพื้นผิวถนน สองจุด เป็นระยะเวลามาเกิน1เดือนแล้วยังไม่เสร็จ ทำให้มีปัญหาการจราจรติดขัดทุกวัน และเมื่อขับผ่านจุดดังกล่าวก็ไม่เคยพบคนปฎิบัติงานเลยซักวันมีแต่เพียงbarrierกั้นไว้,"On the Kanchana Expressway heading to Phra Pradaeng The two road surfaces have been repaired for more than 1 month. Resulting in traffic congestion every day And when driving through the said point, never met the worker one day, only Barrier blocked",215
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/61bc30c9c1e3c3e4b3f3bfdf8f57f6ea7fe12a6a.jpg,ฝาท่อเสีย,Pipe cover,9
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e2a915ac0ed60ccdc45bda4a24cdc239d13fe212.jpg,ถนนเลียบคลองมอญ เป็นหลุม มีมอไซค์ล้ม,The road along the Mon canal is a hole with a motorcycle falling.,36
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/4dbe6734f27338581379c31360a09654ff8f375d.jpg,ถนนเลียบใต้ทางด่วนออกสู่ถนนพระราม 2 ใกล้ถึงร้านอาหารตำยวน จะมีตอม่อเสาไฟ ชิดกับถนนไม่มีป้ายเตือนหรือทาสีสะท้อนแสงให้เห็นชัด และค่อนข้างมืดผู้ขับขี่มีความเสี่ยงที่จะเกิดอุบัติเหตุได้ง่ายโดยเฉพาะช่วงกลางคืน,"The road under the expressway out to Rama 2 Road, near to Tam Yuan Restaurant. Will have a fire pole Close to the road, no warning signs or paint reflected clearly. And quite dark. The driver is at risk of easily accident, especially during the night.",204
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/402cf99ce8e1801c7b9208933fe1e68e9d027949.jpg,ป้ายที่ยื่นเกินถนนแบบนี้ และเป็นภาพเคลื่อนไหวสามารถทำได้ ?,The sign that exceeds the road like this And can be an animation?,58
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/4126cc0658bfb1f1afd8c294ff8649c17bc8618a.jpg,ทางเท้าริมถนนเทศบาลสงเคราะฝั่งชุมชนประชาร่วมใจ2ชำรุด เมื่อเช้ามีอุบัติเหตุคนเดินสดุดหกล้มแก้ไขด้วยค่ะ,"The sidewalk on the road, Songkhram, Pracha Ruamchai Community 2, damaged In the morning, there was an accident.",101
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/1df226a73a8bf9ad66a40a073a1458d06609df67.jpg,กล้องวงจรปิดสำหรับจราจรถนนวิภาวดีบนสะพานลอย แหงนหน้าขึ้น แต่ไม่แน่ใจว่าเป็นของสังกัดไหน,CCTV for the Vibhavadi car on the overpass raised his face but was not sure which belonging to,87
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/85fd09b70748913bfd652bef3f5bf42fc0034fe8.jpg,ทางเท้าริมถนนเทศบาลสงเคราะฝั่งชุมชนประชาร่วมใจ2ชำรุด เมื่อเช้ามีอุบัติเหตุคนเดินสดุดหกล้มแก้ไขด้วยค่ะ,"The sidewalk on the road, Songkhram, Pracha Ruamchai Community 2, damaged In the morning, there was an accident.",101
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/4bcc401f4f7038a9841e9f61e7e5f4d95483eb07.jpg,ถนนพัง สัญจรลำบาก,The road is difficult to travel.,17
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/0a66b8378187447cd743805edb2358265f21f1d0.jpg,แจ้งเรื่องที่: ฝาท่อระบายน้ำขอบแตกยุบทรุดตัว​ไม่เสมอกับพื้นถนนสถานที่: ซอยลาดปลาเค้า40​ ช่วงหน้าอพาร์ทเม้นท์กรีนเขตลาดพร้าวหมายเหตุ: ทำให้เกิดอุบัติเหตุอันตรายต่อผู้ใช้รถผู้สัญจรบนถนนในซอย​ ขอให้หน่วยงานที่รับผิดชอบช่วยเข้ามาดูแลให้ด้วย,"Report the matter: the drain cover, the edge of the edge is not always collapsed to the road surface: Soi Lat Pla Khao 40 In front of the Green apartment, Ladprao area. Note: causing accidents to car users on the road in the alley. Ask the responsible department to help take care of",239
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e88f4755761c54da38879d0e99cde7b96287ea04.jpg,มีคนไร้บ้านอยู่ตรงหน้าซอยเคหะร่มเกล้า 64 ค่ะ อยู่ตรงนี้มาหลายวันแล้วค่ะ ยิ่งช่วงนี้ฝนตกด้วย น่าสงสารมาก รบกวนหน่วยงานที่เกี่ยวข้องเข้ามาช่วยเหลือด้วยนะคะ,"There are homeless people in front of Soi Romklao 64, here for many days. Especially during this period, it rains too. Very pathetic.",153
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a203d1d2ed191d9281b9a3dad7a35c96262f05af.jpg,ซอยจัดสรรวัดพลซอย 2 ล่างทางไหล่ทางเป็นลมเป็นบ่อทางสามแยกเป็นหลุมเป็นบ่อคู่ขนานตัดถนนประชาพัฒนามี 2 หลุมครับ,"Soi allocated Wat Phon, Soi 2, the bottom of the shoulder, the road is a pond, a pond, a three -way intersection, a parallel border. There are 2 holes.",107
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/87208474ac8a6bef826238af75715f007c96c6bc.jpg,รุกล้ำที่สาธารณะ แล้วเอาสิ่งของส่วนตัวมาวางบนถนนสาธารณะ ทำให้เดือดร้อนแกผู้อาศัยบริเวณนั้น,Encroach on public Then put personal items on public roads Causing trouble to those who live in that area,90
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/3fdc2914d92a4b8fa00f5525551778197eb36e9a.jpg,แจ้งเรื่องที่: ฝาท่อระบายน้ำแตกร้าวยุบทรุดตัว​ไม่เสมอกับพื้นถนนในซอยสถานที่: ซอยลาดปลาเค้า40​ เขตลาดพร้าวหมายเหตุ: ทำให้เกิดอุบัติเหตุอันตรายต่อผู้ใช้รถผู้สัญจรบนถนนในซอย​ ขอให้หน่วยงานที่รับผิดชอบช่วยเข้ามาดูแลให้ด้วย,"Report on: The drainage lid is broken, collapsing, not always with the road on the alley. Location: Soi Lat Pla Khao 40 Lat Phrao District. Note: causing accidents to car users on the road in the alley. Ask the responsible department to help take care of",220
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/fc086556427f16212536fe5b5710e75d25881f96.jpg,หัวแตก เย็บ 4 เข็มครับ เดินชนเหล็กที่โผล่มาจากเสาไฟฟ้า,The head cracked 4 needles. Walking into the iron that appeared from the electric pole.,54
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/64f2cd83d19f387b44bbd5be4be0dad5d9f4f5ae.jpg,จอดรถขวางทางเทเท,Parking in the way,16
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/af1b6661df2e8da69e23dbe4b8ba85b4bf396adf.jpg,ฟุตบาทชำรุด,Damaged footpath,11
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/4a8d7c45c099778e74ab7c042aacba5c4a1a31e5.jpg,เห็นทาง กทม รณรงค์ไม่ให้ทิ้งขยะชิ้นใหญ่ เช่น ที่นอนลงในคูคลอง แต่เมื่อประชาชนต้องการทิ้งขยะที่ไม่ใช้แล้วแต่ไม่ได้รับความสะดวกเลยจากทั้งสำนักงานเขตและ Call Center 1555,"Saw the Bangkok campaign not to throw a large piece of garbage, such as lying into the canal But when the people want to throw away the waste that is not used but not convenient from both the district office and Call Center 1555",166
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a90dcb754f9e2b5f3d7cfaa7c5594702fbd992cf.jpg,ถนนแย่มากครับ เกิดอุบัติเหตุได้ง่าย ซ่อมแล้วซ่อมอีกก็ไม่ดีขึ้น,The road is terrible. Easily accident Repair and repair again does not improve.,62
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/72509c6d109c03c15e7a79b1c94eebe04df13c54.jpg,ฟุตบาทตรงป้ายรถเมล์ชำรุดเสียหาย จาก จยย วิ่ง,The footpath at the bus stop is damaged by the running motorcycle.,44
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a7536605f0c6d01a8f38b97c8345a19bc9a0b32b.jpg,ถนนเป็นหลุม,The road is a hole.,11
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d349497fd925863426502860cf506631d9993c87.jpg,เจ้าหน้าที่เขตวังทองหลางเอาผู้ป่วยมาทิ้งที่ห้องฉุกเฉินโรงพยาบาลแล้วหนีไปทั้งที่แพทย์ขอให้พาไปตรวจเรื่องโรคทางกายก่อน,"Officials in Wang Thonglang took the patient to leave the emergency room, the hospital and then fled, even though the doctor asked to take to check the physical disease first.",116
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ba725755325efe6633bc94d54396d04b7b8a660a.jpg,ถนนเป็นหลุมเป็นบ่อ,The road is a bumpy.,18
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/b47ac93b617e3ae163daa69f80d07f61bab0a18d.jpg,วางของทางเท้าหัวมุม เหมือนเดิมอีกแล้ว,Place the corner sidewalk Same again,37
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/724a80796bbbbe23a6c7365e413b688c0b5977b0.jpg,มีการขุดบ่อบนทางเท้าหน้าบ้านโดยนำเครื่องมือและรถขุดมาทำงานบนพื้นที่ส่วนบุคคล,Digging on the sidewalks in front of the house by bringing tools and excavations to work on a personal area.,76
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/bbd1ae2c59953c9c78e91a4f298aa47e4b8ed046.jpg,รบกวนปรับปรุงป้ายรอรถประจำทางที่หลุดหายไปดังภาพ,Please improve the label waiting for the missing bus as in the picture.,47
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f5a8db351ad88c9052de5056b9038b71e2583eb3.jpg,ถนนเป็นหลุม เยอะมากครับ สัญจรลำบาก,The road is a lot of holes.,34
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/3c45f2a214b354c727bf6777bdf37c91837380b0.jpg,น้ำท่วมตั้งเเต่ 15 สิงหาคมปัจจุบัน ยังไม่มีวันไหนที่เเห้งเลยถนนพัง รถพังกันหมดเเล้วชาวบ้านเท้าจุ่มน้ำทุกวัน ความสูงระดับหัวเข่า น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,"Flooded since August 15, present There is no day yet. The road is broken. The car broke out. The villagers dipped in water every day. Knee level height The flood has been over 1 week.",161
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/83abb24e5b923339410e5958a5b4ad7c2e099ea4.jpg,มีแผ่นเหล็ก เคลื่อนตัว จากการขุดเจาะผิวจราจรถนนพญาไทหน้าวังสระปทุมเป็นหลุม แจ้งหน่วยงานที่เกี่ยวข้องตรวจสอบด่วน,"There is a metal sheet moving from the surface drilling. Notify relevant agencies, urgent inspection",111
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ca6401b2e307543f0d709194e0b221dff0c943d3.jpg,มีแผ่นเหล็ก เคลื่อนตัว จากการขุดเจาะผิวจราจรถนนพญาไทหน้าวังสระปทุมเป็นหลุม แจ้งหน่วยงานที่เกี่ยวข้องตรวจสอบด่วน,"There is a metal sheet moving from the surface drilling. Notify relevant agencies, urgent inspection",111
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ff606f800e65c907e53595a0365bb6cf9522ff77.jpg,แจ้งเรื่องสายสื่อสารพันกันรอบหม้อแปลงไฟฟ้าติดกับปั้มน้ำมัน อาจจะก่อให้เกิดไฟไหม้ได้ครับ,"Report about each other around the transformer, attached to the gas station. May cause a fire",88
