photo,type,label
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/8b3e9fb1c557e5dfb740f7c6043f26d169f39838.jpg,แสงสว่าง,light
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/908887f8d93cbe2d80af09a011e5561bebf22d4f.jpg,เสียงรบกวน,Noise
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6bd033458fc89464d97be55be0358ecd9dca9f48.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7d1ae9cd18363c93d86398536a18f7845a76338e.jpg,"แสงสว่าง,ความปลอดภัย,สะพาน","Light, safety, bridge"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5fc87f5b35cd57ff22f8d0107b69e1d5fed93836.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7f333d2062cb330b86de354d541b3ff132a8cc82.jpg,สัตว์จรจัด,Rat
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/0d12000add9f3d3d3e81934d5de935b83856e91b.jpg,สัตว์จรจัด,Rat
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f1a6668b4e0d6a4674deac8ac0b5dd0b35ea99c7.jpg,"น้ำท่วม,ความสะอาด,ถนน,คนจรจัด,ทางเท้า","Flood, cleanliness, road, stray, sidewalk"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ad6d9c8babd428566d32454926024b9ba7c60b00.jpg,"เสียงรบกวน,ความปลอดภัย","Sounds, safety"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2b4ff0f42daaf8bf63394fba335706b651982318.jpg,"เสียงรบกวน,ร้องเรียน","Noise, complaint"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9e8fd8443faef159833cd638d86c7032618fb738.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/13bd55294039e66d4e3f64e6eacf390b858b6fc1.jpg,"สายไฟ,ต้นไม้","Wires, trees"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7019160d5bc71ec256f21c76f7d7279e02106bfa.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ee27a6d5d8c67e1d84aaeefa9d5b24f072b7da8f.jpg,"ถนน,สะพาน","Road, Bridge"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/81cac886223076af6544f28ae4579e5a899fa54a.jpg,"ความปลอดภัย,ถนน","Safety, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2512dd2bf11e6e4123fcede74fe3fb31c75a59c3.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a3a918f1bbe24103ba4920ce53bbfe91c923363f.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/14010b428510f490430f8b8cdd11b0e639494f0e.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f6d3acd77f3a4f4e02410b9c5da68c26282167a4.jpg,ท่อระบายน้ำ,Drain
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5bbd6a83bf3a15d4da5cf81777ca95f3e2c8ec00.jpg,แสงสว่าง,light
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/bc9664fee29ad5dfab5a5e2c0728dfbda12a8cbf.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/03381a3f23e9b8f7689afc81b14e68f3f41e7e15.jpg,แสงสว่าง,light
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/cbdbed5f2e884667a7bc6cc2ebf3affecd588be9.jpg,"เสียงรบกวน,ถนน","Noise, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/173f5fddaf3b62c6adf3d3659886c05815ed7c6a.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f8f855243a8f9f7165bf03d3e7716952efad201b.jpg,"ความปลอดภัย,ถนน","Safety, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/bd383afe12e033cc23fb07c2213d41245d1dc023.jpg,กีดขวาง,Obstruct
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/34786ec83940498450a94394abaaa0f2a532604e.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f1e6404445eaf0f9d5902a4d9d48c51cf94851f6.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e9711721ad1daf97ccc9c0a58faed046614bb559.jpg,"ความปลอดภัย,ถนน","Safety, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/fc3b5dc685f5fbca01e95fa69d790a8b8bff6a0c.jpg,"ความปลอดภัย,ถนน","Safety, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/341ff260235e8f2d9d328cd974378508004cb2a8.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/fc515b29db6ed63383d0a5c300ddfe6f15677df9.jpg,"แสงสว่าง,ท่อระบายน้ำ,ต้นไม้","Light, drain, tree"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9319040221bb7ebd960e76e605325b931efc8f55.jpg,"แสงสว่าง,ต้นไม้","Light, tree"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e7f748322c6eebfff16f6795ae58a16585f1e298.jpg,แสงสว่าง,light
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e4325b4997f773619cd24620167410c6590de036.jpg,แสงสว่าง,light
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/05bff491e9aa746750171a1d4ccded088e9f3be9.jpg,"ทางเท้า,กีดขวาง","Sidewalk, obstruction"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d4e29d69f2e67402127bc359456e2d5f8b1bb94d.jpg,เสียงรบกวน,Noise
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/59a27104b54b1dfd89ee17297d8f3c53aaa92153.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/3725eddc9c0c96c4399a1497701f449c879fc235.jpg,"ทางเท้า,กีดขวาง","Sidewalk, obstruction"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/56d84cd9e2cca99e036e632df4427dc13b865746.jpg,ต้นไม้,tree
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/701726ef7e5992d10b36e193464b03a423482bb8.jpg,"แสงสว่าง,ทางเท้า","Light, sidewalk"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ba1161ff594d67aece8fbb1895a9919f14551cb5.jpg,แสงสว่าง,light
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/c68e460625657b619ed2c28d35931aeef01f353e.jpg,แสงสว่าง,light
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/07a111bd589210d036b3fd7c9c3c7a400cc47108.jpg,ท่อระบายน้ำ,Drain
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9d0970169d169b51c8dbb9cfbfbf5254c9af2514.jpg,"แสงสว่าง,ความปลอดภัย","Light, safety"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6b863cbb52482567f2300109e63ee08d5d8c7566.jpg,"ถนน,ท่อระบายน้ำ","Road, drain"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/070e1ab8ee4f76586aa4c64d763b43c506d657f1.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/35053e43d6bc5dc227dc29f539beed750b051f63.jpg,"ทางเท้า,สะพาน,ต้นไม้","Sidewalk, bridge, tree"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/de29e1d427da72233151f8a28d2dc761e5cddf36.jpg,"ทางเท้า,ความปลอดภัย","Sidewalk, safety"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/8bcb89487526d5961c9a0501c07ce503aef14fad.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e8525f78289e3417abd6c6bd99d2285c0b953be8.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/098f0ed40dbc1134d5891449f171c513b6790e97.jpg,"ถนน,จราจร","Road, Traffic"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e3548002de0689022d92b768a5414a5023914d1c.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/18a7ad72914a17fa1db73b161a5a0229b31d62af.jpg,"จราจร,ถนน","Traffic, Road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d507f54740c9ee86d43f2334bec9ecf72cf0586f.jpg,แสงสว่าง,light
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e2ad0ddc5ff444aea3fb4e732385b77d56a7c87d.jpg,"ความปลอดภัย,ทางเท้า,จราจร,ถนน","Safety, sidewalk, traffic, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2f861430d989ce961489418f028cc842c820c774.jpg,"ป้าย,ความสะอาด","Label, cleanliness"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/edbe3bb025d983d982ad972aa562c87c171cd475.jpg,"เสียงรบกวน,ท่อระบายน้ำ","Noise, drain"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d35af047cf0cac629804b66bef11b5a7c3c37ad8.jpg,"แสงสว่าง,ความปลอดภัย","Light, safety"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5c3439abad80c1c85e6ec5f9f60fe289fb2ce5c3.jpg,สะพาน,bridge
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5a44f7d210994da93508f36014c94a72fd955563.jpg,เสียงรบกวน,Noise
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e22249993b2fd20b4d68a005e8cc87fd66e5d929.jpg,สัตว์จรจัด,Rat
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e006e9e48db5278e24ca29ac0928e34ef306b740.jpg,จราจร,traffic
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/141606a82ae16eb47a3c83adbb2bbb7ae8b8c903.jpg,คนจรจัด,Stray
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/91f23ec9d2a27999e8aa0cf38bdba7672f169f3b.jpg,จราจร,traffic
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/3f48f30f9fbdea1dfe20612c425e81be3a34ed28.jpg,แสงสว่าง,light
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2cc2feec3046eb9e639e6f60bcac75e17dafe97f.jpg,"ถนน,ความปลอดภัย,ทางเท้า","Road, safety, sidewalk"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/eed48438be08660273ee04f5d9163df2782eac78.jpg,ความปลอดภัย,safety
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/524bc79c096534478fb9d79222f4ac024c94f58e.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/12f7f55b97a3d7b1193e75803597032b82070bac.jpg,แสงสว่าง,light
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/56ddbbdf9093146bd4fa5813c88f3ffd58fc3e3c.jpg,"ทางเท้า,สายไฟ",Sidewalk
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/decc70420cd667f41ff5ed854c1f10591defbffd.jpg,แสงสว่าง,light
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/86c03563698c9aa954a3e0b8e38c032705536c5f.jpg,"ป้าย,ความสะอาด","Label, cleanliness"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9935aa1cb5ec18384622ddbffc494d46c4633ecd.jpg,แสงสว่าง,light
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/fa4265222d85737dca4145d26769f22864fc0725.jpg,กีดขวาง,Obstruct
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/14b987af4bcc147aaf4b2a100371d8c228790861.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2067cd02d23d15c72c1ea28e92ba7e4bbf07ecfb.jpg,"สะพาน,จราจร","Bridge, Traffic"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/09cb49d44e477dba2e13f56c9cc6d25227ffdbe4.jpg,"ทางเท้า,จราจร,ถนน","Sidewalk, Traffic, Road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7d23e45805c03d7ee14037403f1a1bfdb2b1a29c.jpg,จราจร,traffic
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/aff0ca5564cd056a1844898249f09e12f3fa41ba.jpg,ความปลอดภัย,safety
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/72d0df77a08a9a50326e364c25c4f24be29a223d.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f0213b4ee55dd5425184215fe3ae54ac185a4b73.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/07b05fccaf1542397e37bae59ee5e94e47b3aa08.jpg,กีดขวาง,Obstruct
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6c61d33c768a8f7b40f4f15d7a90f901ad40f429.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6651c9ab436fbbc21ce769a37335f166057ea297.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/00a49643cea9b13316ae4ddeff3e9d701af340b1.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/98c79024aa10392ee8b6de702eb5ee33612439f4.jpg,จราจร,traffic
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/10e083477698aef79f39559dec94497420ece8f0.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ccccb817944ae60ca3e366cce14033a3001566a4.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/64b747a0e11d299c295bed490d44c73e757b557d.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e839e860b19379b81c2f27b361f1ec3c66e694e9.jpg,ท่อระบายน้ำ,Drain
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e89b4b1f20b49490b1ebd585c31fa266a8134ed9.jpg,"ถนน,กีดขวาง","Road, obstacles"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/59ccd0c28d0650f8e6f782f3d6956a2ec0922ca8.jpg,"ถนน,ความสะอาด,ทางเท้า","Road, cleanliness, sidewalk"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5951a3a4d2b33d5dd3cac940107ad4cdcfe9ec25.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/c0f5a8ba8e9f8f064cc168712be522cb77c7b66c.jpg,ป้าย,sign
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5512fddff47b464d4ac75032705c2bdbf16be3c0.jpg,"น้ำท่วม,ถนน","Flood, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a6c15160042f77d4d3900a5568564ad86f5c2b78.jpg,"ถนน,ทางเท้า","Road, sidewalk"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/47a8765fe7170f5b2328b0615384ceaf12bc6401.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e5734e7351ae0bbc0417d76cca228adb0fd737c6.jpg,สัตว์จรจัด,Rat
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a94c7fdc18cbd0eedb6008ee172a527f2a0c7264.jpg,"สะพาน,ทางเท้า","Bridge, sidewalk"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d2a9b4865c2df57c7379f5dc4366a2e09319861b.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a29fff698aa90e16145251d847cda79b6677c38d.jpg,"ทางเท้า,ถนน",Sidewalk
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/fc0387d207113007c48a0152e7cbc36013784fcc.jpg,ร้องเรียน,appeal
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/20a9d1ac285fd5825f48d797cf0569bf1258d0c9.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/fb506d3c95a1e2453d6ebd24f877e3d298e354f5.jpg,คลอง,canal
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/01306ea0d381c2319db90e05712f75a2fb21b499.jpg,"ถนน,จราจร","Road, Traffic"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f5c2e8c7dc72bcdf48b4f568e7fa1e143058ad33.jpg,"ทางเท้า,ความสะอาด","Sidewalk, cleanliness"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/3c5169d3a2daee5f87024eb9649509736b81c65c.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2d30bd2728a7f05b9d6802442089e6803fb9dfea.jpg,"ถนน,จราจร","Road, Traffic"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7034de3ffe447acf46803e94511ccb594437349e.jpg,จราจร,traffic
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/fe64e843d2d9d0db56ff06b14361d703a37f150b.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/4c25fc3a6c32b59071cf93045c8eebe506c411b1.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/378ec1cc526713fa2ef0cfc51218c146caf42517.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/c402c5c64f78ffb42b1bc28c7529fe179d7ed057.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/07f5602a4513ba69859f258d3506f37047bb20ca.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/228b7f2f658e5e121d21d1ea4af39d53ba30d47c.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/748c84e4fcbc9217beb30eadd2865b8f7707f30c.jpg,"ความปลอดภัย,ถนน","Safety, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a9fec2ac736f3fb3e64195aef6513d8d5d74b0f0.jpg,สายไฟ,wire
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/16a8bee8a5a63cd61cfa5392dbb275cc5c19dfb1.jpg,"ความสะอาด,ถนน","Cleanliness, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6984877f7f965a251673197b01ff97bac5d3b5cc.jpg,"น้ำท่วม,ท่อระบายน้ำ,ถนน","Flood, drain, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2a908b7b1c1bb305c2be28ec3a72700182282846.jpg,จราจร,traffic
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/4f8d7947075dfba6090690bfc7bf58b07e1c1728.jpg,กีดขวาง,Obstruct
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2883a675436b5adca8f2a9600c5e0d1c0a910d1f.jpg,"ทางเท้า,ความปลอดภัย,ถนน","Sidewalk, safety, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ca95d10ef8e4116d03b8767c937e242593fd67d9.jpg,สัตว์จรจัด,Rat
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d27b185c184db207f30142765a82fbcb566fe8aa.jpg,จราจร,traffic
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a434e3190198e085575517a341bf79cb183ac611.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/1abffb09af01b75e06495bd97f7747758a45cb67.jpg,สะพาน,bridge
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f1e85991d4d25cc58931f1a0cff409d4a05fc099.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/0a14a47ba39dcb883bb69905a2eb46c90bf3a013.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5955733338eabedcbe57d838e1ae82d854920446.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/0440d18c341b0e3771595520071c844cf74a9569.jpg,สายไฟ,wire
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/954a1993c199bb677bafd1c63680fa695bf36e14.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2747ef6c434ee6bdf1e2b1493f456b53a077f221.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2d765a7a1b5f55fbf8c96162fb927fab5e9568fa.jpg,"กีดขวาง,จราจร","Obstacles, traffic"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/fde96f85035c9e283dace5ba1bd30524b944ddd6.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/188b0427864d3735067a2cbce89fbc13ad810df0.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/453e013470898e1542a65d0eaa337d90bd54cde7.jpg,ท่อระบายน้ำ,Drain
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/62bb58611cd3a9c8efcc9db41ce3fb752e86df74.jpg,"ความปลอดภัย,ถนน","Safety, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/87da732faf03ab0b6278a62a3354d95e45f96a4b.jpg,ท่อระบายน้ำ,Drain
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/fd3790026134c20309a3e292e2113fb4480e76cb.jpg,"ความปลอดภัย,ถนน","Safety, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/53e63ff47ce4b335b9bdc5f019f81add06c95799.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/539899c7372101cdff64f9256ab8888956801aee.jpg,"ความปลอดภัย,กีดขวาง","Safety, obstacles"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/c4977b1de1810fbad1f4e64c0d6cac4d5f6db26a.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/4c773c41fa78ed5c5e2132514f8f705fbcf04d6d.jpg,สายไฟ,wire
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6456ce304f35b5988f6fa239844fd50a7ef41b9e.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2b6b2c71e3b3be164e8ae887a2732986309c27af.jpg,"ความปลอดภัย,ถนน","Safety, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/c31a4b6c3e7aa62682ca440267af32674eab62af.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/8ae145ee84e32a95f750b87d5e027c55ad4539e2.jpg,"แสงสว่าง,ความปลอดภัย,ถนน","Light, safety, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9c3c40da8f2730d45a1d03b9120c9dc037731a47.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d507df78204803da45601999a697774e0f53ff95.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/73d530f09ebe1857ebd509254104ddafb79dc499.jpg,ท่อระบายน้ำ,Drain
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2b12512924c7c28268de1294f261c71092bbe091.jpg,"สะพาน,ถนน","Bridge, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/904c6cef4508e5a8bad9d7b887cadfb61442fff3.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/43b7cfae9bf7184bdc7f4ebc1021d30b7801202f.jpg,ต้นไม้,tree
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ad7db5b9becf34d51fb666d6b1e86e0362b4530a.jpg,สายไฟ,wire
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/284803e686790f20088adc249fbec57064ca9b86.jpg,"ความปลอดภัย,ถนน,สายไฟ","Safety, road, wires"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7e132f1319f374392e68b1e4aa9708dde0d9a7c5.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6add24103425b47969771877c18897edf2043c62.jpg,"น้ำท่วม,ถนน","Flood, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a78d858d71cc13fd15690b92a4ad6c4ecfad1426.jpg,ความสะอาด,Cleanliness
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a96e4fe02b807e333b0f4eed59e60dcfcc5632df.jpg,"ร้องเรียน,ถนน","Complaint, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5fa269bac27cfd93d946f1eb573cabff64f96911.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/36f152627fb1ee301773f422cbb901d1e2d3bb2e.jpg,ถนน,road
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/888cdedf00e2b24a6f83c12900c7ebacd3d9b54c.jpg,"ความปลอดภัย,ต้นไม้","Safety, tree"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/0611ea7eef714dbdf4316176a72070ff4815f075.jpg,"เสียงรบกวน,กีดขวาง","Noise, obstacles"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/8e754fd4040747b679bb394c14caf9d03cdfa816.jpg,"ความปลอดภัย,ต้นไม้","Safety, tree"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/16b1876cd9a8d317627441c35720913e0dc6a6b8.jpg,ต้นไม้,tree
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/483fdd6ed8ed0e7129ef8f43d62712253a807761.jpg,"แสงสว่าง,ต้นไม้","Light, tree"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/566dd368d28ea10a3a55511c05f4fb7f77eca078.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/de5a4ccce6808732a08f98b5e5fae0fd3435fe75.jpg,"น้ำท่วม,ถนน","Flood, road"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/4830beba2bce5eb7f84ce48a103da8a99ea19d08.jpg,ทางเท้า,pavement
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/1b5ac66562f0b6be2977ddcb7c8a06fdc6fd53cf.jpg,"ทางเท้า,ถนน",Sidewalk
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/1f7b6d4fb401938212c81d003cfe29502a84d8f5.jpg,สายไฟ,wire
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/79f9130532e1b3b0997aaab2c16a7377f3500c72.jpg,กีดขวาง,Obstruct
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e32fbcf578d3bc61b00c7a8cebb320b119631e93.jpg,สายไฟ,wire
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9e4cc14b30564c1a47c7fc68a908525c33703c8f.jpg,"ความสะอาด,ท่อระบายน้ำ","Cleanliness, drain"
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/45525c735d73fb6953a3be2b5162b919cf82018d.jpg,"ความปลอดภัย,ทางเท้า,ถนน","Safety, sidewalk, road"
