photo,comment,comment_en,sequence_length
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/88571cc481da6fa5bb975e8c1bd6f88007768a26.jpg,ฝาท่อระบายน้ำ แตกหัก ชำรุด,Damaged drainage lid,26
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/8cfabbef56a4bd5dfc3aa15afc7cdba8259f4f82.jpg,จอดรถกรดขวางการจราจร,"Parking acid, blocking traffic",20
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/20eeb02006a53af9d324386ef64a23b9e8d9367b.jpg,ต้นไม้ขึ้นจนกินเข้ามาในถนน,The tree rises until eating into the road.,26
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/efe585a5ecc6ccfd57d41bfdc43b9fbdc58c3d8c.jpg,ใต้สะพานลอย ตรงรร เทพลีลา ซอยรามคำแหง 39 จะมีชายเรร่อน มาพักอาศัย และมีการทำธุระส่วนตัว หรือบางครั้งก็นอนขวางทางเข้าออก ทำให้ไม่สามารถเดินเข้าซอยได้ รบกวนส่งเจ้าหน้าที่มาตรวจสอบให้หน่อยนะคะ,"Under the overpass at the Thi Phli La, Soi Ramkhamhaeng 39, there will be a male Ron to stay and have personal errands. Or sometimes sleep in and out Making it impossible to walk into the alley Please send the staff to check.",189
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7a9ee21552e97123d64535584ac3412d771afe5f.jpg,ถนนเป็นหลุมบ่อตลอดทาง ซอยสกุล 5 หนองจอก,"The road is potholes along the way, Soi 5, Nong Chok.",39
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/1bc542d056219d5bca075c496260157b769f7576.jpg,ทางเดินไม่เรียบ,Unimportant path,15
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9d2705c70eed2dfa9a5842caba1638466a1a4845.jpg,กิ่งไม้พันสายไฟและยื่นออกบนผิวถนน,Wrapped branches and protruding on the road surface,33
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6ff45b2a2ca433067786a386175aeece234f8530.jpg,มีรถลากจูงสำหรับขายสินค้าที่ไม่ได้ทำการค้าขายใดๆ และไม่ทราบผู้เป็นเจ้าของจอดกรีดขวางทางเข้าออกหมู่บ้าน มาเป็นเวลานาน โดยไม่มีการเคลื่อนย้าย ทำให้การขับรถเข้าออกทำได้ยาก และอาจเกิดอุบัติเหตุขึ้นได้ ขอให้ผูรับผิดชอบดำเนินการเคลื่อนย้ายออกไปจากพื้นที่ด้วยครับ,There is a cargo car for selling products that do not trade any. And unknown the owner For a long time Without moving Makes driving in and out difficult And may have an accident Ask the responsible person to move out of the area as well.,256
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2e47909771a7c5bee90355662391fe2c31005ff4.jpg,สำนักงานเขตได้อนุญาตให้แก้ไขเปลี่ยนแปลงแบบแล้วแต่ระยะเซ็ทแบคและระยะข้างเคียงผู้ทำการก่อสร้างมิได้ดำเนินการแก้ไขให้ถูกต้องตามพรบควบคุมอาคารพศ2522ขอให้เจ้าหน้าที่ทำการตรวจสอบและมีคำสั่งต่อไปรวมถึงความสูงของอาคารดังกล่าวด้วยดังจะเห็นได้ว่าชั้น2ของอาคารดังกล่าวสูงเกินกว่าตึกแถวข้างเคียง3ชั้นเสียอีก,"The district office has allowed to change the model, depending on the set, the bacteria and the side distance, the construction of the construction does not proceed to correct according to the control of the building 1979. The officers do the inspection and have further orders, including The high building as well, as can be seen that the 2nd floor of the building is higher than 3 -story neighboring buildings.",295
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d1857ffcbffe90505532b1c5a00c116ddda51631.jpg,รถจักรยานยนต์จอดบนทางเท้าหน้าร้านขายยาไพยูลย์ทุกวัน,Motorcycles parked on the sidewalk in front of the drug store every day.,51
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d801aa701d5da98c6eb4a47d9ee1094e571609c1.jpg,มีน้ำผุดออกมาจากกระเบื้องบริเวณท่าเรือสะพานพุทธผุดมามากกว่า 7 วันแล้ว ความสูงระดับข้อเท้า น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,The water came out of the tiles at the Port of the Phuttha Phut Bridge for more than 7 days. The flood has been over 1 week.,120
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7dd39e1bc1aaa4075b0f54656101d5c167740f4d.jpg,สะพานเป็นรู พอกลางคืน ทำให้เกิดอุบัติเหตุ เด็กเดินตกลงไป ทำให้ได้รับบาดแผล ท้ายซอยลาดกระบัง2,"The bridge is a hole. At night, causing an accident. Children walked down Resulting in wounds At the end of Soi Lat Krabang 2",92
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/fd3cd15306f061db9c1bf60232536a972c54376f.jpg,สะพานทางเท้าจะแยกตัวออกจากกัน ริมคลองตาพุก,The sidewalk bridge will be separated from each other by the Tuk Puk Canal.,42
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e497349618f7eff7026037a51bedcf920c3777bd.jpg,ขายอาหารบนทางเท้าสาธารณะ​,Selling food on public sidewalks,25
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f28bd4932e5ebfa0c8c92427cdb0986520abe55f.jpg,ถนนบริเวณนี้ชำรุด โดยเฉพาะบริเวณเนินกลางถนน ยางมะตอยถูกน้ำเซาะ ทำให้เหล็กโผล่ มอเตอร์ไซด์หรือรถวิ่งผ่านจะกระแทกเสียงดัง และกลุ่มมอเตอร์ไซด์หรือจักรยานเสียหลักง่าย ทางเท้าใกล้กันก็มีหลุม อยากให้นำยางมะตอยมาปะแก้ไขให้ดีขึ้น ขอบคุณค่ะ,This road is damaged. Especially in the middle of the road The asphalt was erosion. Make the iron appear Motorcycles or cars passing through to hit loudly. And motorcycle groups or bicycles are easily broken The sidewalks are close to each other. Would like to bring the asphalt to make it better. Thank you.,231
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/10e91ee644f0df640fc4c5ce3602acf0fb2b3e93.jpg,ถนนเป็นหลุมบ่อ เป็นมานานมาก ยังไม่ได้รับการปรับปรุง,"The road is a potho. It has been for a long time, has not been improved.",51
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/8391187b605a9b4106cdba9cb058c1edd9159b47.jpg,บริเวณท้ายๆซอยวิภาวดี 64 รบกวนหาวิธีขยายความกว้างของทางเท้าโดยไม่กระทบต่อต้นไม้ต้นนี้ด้วยนะครับ(ห้ามตัดต้นไม้) อาจจะเป็นการขอเวรคืนพื้นที่บางส่วนของบ้านข้างๆเพื่อสาธารณะประโยชน์ แบบนี้คนเดินไปมาลำบาก โดยเฉพาะเวลาหน้าฝนคนต้องมาเดินบนถนน อาจเกิดอุบัติเหตุได้นะครับเพราะทัศนวิสัยของผู้ชับขี่ไม่ชัดเจนครับ ความปลอดภัยของคนที่เดินเท้าต้องมาก่อนนะครับ ไม่ใช่ให้ความสำคัญกับรถที่วิ่งไปมาอย่างเดียวนะครับ,"In the end, Soriwi Pawadi 64 disturbing the way to expand the width of the sidewalk without affecting this tree as well (do not cut trees) may be a request to return some areas of the house next to the public. Like this, people walk around Especially when the rainy season, people have to walk on the road There may be an accident because of the vision of the ride. The safety of people who walk must come first. Not just focusing on the car that runs back and forth",398
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ac4f00d96f7aae1a33f874627ddaea00d2329665.jpg,รบกวนจับปรับให้หนักหน่วง ออกจากซอยพัฒนาชนบท 4 จะเลี้ยวขวา มาเจอป้ายโฆษณาแบบนี้ แยกวัดใจอยู่แล้ว ยังจะมาตรอกย้ำอาจทำให้มีอุบัติเหตุและมีผู้เสียชีวิตได้,"Please adjust to be heavy. Leaving Soi Phatthana Rural 4, will turn right and find a billboard like this. Already separated Wat Jai Still coming to the alley, it may cause accidents and deaths.",151
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ad1ff0b3f7154839191754d728b07d56fd233059.jpg,รบกวนสอบถาม หน่วยงานราชการสามารถใช้แอพลิเคชั่นนี้ฟรี (ฟรี) ใช่หรือไม่คะ หรือมีเงื่อนไขการใช้บริการอื่น,"Please inquire about government agencies, can use this application for free (free) or not or have other conditions of using other services?",102
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/84310fd3641b16861167cf11ca4b93b0a5b9c76d.jpg,ปรับปรุงผิวทางซอยวิภาวดี 64 ด้วยนะครับ แบบอันตรายต่อรถจักรยานยนต์ที่วัญจรไปมาเวลากลางคืนนะครับ อาจสะดุดล้มได้นะครับ,Improve the surface of Soi Vibhavadi 64 as well. May stumble,115
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/b3d786918a1fd8ccf11aa28bc1c80fb5eaa0f469.jpg,เคยแจ้งเรื่องนี้ไปแล้ว เรื่องให้ตัดกิ่งไม้ที่ห้อยลงมากีดขวางการสัญจรผู้เดินทางโดยเฉพาะเวลาลมพัด กิ่งก้านจะนี้จะปัดแกว่งใส่หน้าผู้คนที่สัญจรไปมา,"I have already informed this. The matter of cutting the branches that hang down to obstruct the travel traffic, especially when the wind blows. This branch will swipe into the face of the people traveling around.",143
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/b34ed0b0243f90796e943daa1abf0c21dec15f2d.jpg,ข้างบ้านเมือก่อนทำกำตัดปลวก ตอนนี้ย้ายไปแล้ว,Beside the house before making a termite cut Now moved,44
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6eef705116f93d210130fc89801ed7f9a8e9ccb4.jpg,ต้องการใหม่ซ่อมบรรเทาถนนเป็นหลุมเบื้องก่อนค่ะและติดตามเรื่องที่เคยร้องเรียน1555 เรื่องที่จะแก้ปัญหาถนนแคบรถสวนกันไม่ได้ค่ะ,"Need a new, repair the road as a basic hole first and follow the story that has been complained 1555 The matter that can not solve the problem of narrow roads.",123
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/8d81263ecf56db3e45ecf5482e37793db2b00f6a.jpg,สุขสวัสดิ์26  บริเวรแยก 1  และตลอดซอย หลุมพังแล้ว  ครับ  อันตราย  เหมือนไรจะได้ ช่างมาทำให้ดีครับ  แต่ รบกวน มาแก้ไขให้ใช่ดีก่อนนะ ขอบพระคุณมาก  เลยคับ,"Suksawat 26 British separate 1 and throughout the alley. The hole is broken. Mechanic come to do well, but please come and fix it first. Thank you very much.",151
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/67e5ae55f1e81c5ac512cd7842b33a26a6aa50a2.jpg,น้ำท่วมขังมานาน จนเน่าเขียว ซอยอื่นๆแห้งสนิท ความสูงระดับข้อเท้า น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,"Flooded for a long time until rotten, other alley, completely dry Akkot level height The flood has been over 1 week.",95
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/978781f16bf72874965dbad6d0dbf099800a0f7c.jpg,ป้ายงานวัดแขกที่สิ้นสุดไปแล้วกรดขวางทางเดิน,The sign of the guest temple has ended.,43
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/068c5a874525c96bea0cc7dfe7da728c0d3dc8b3.jpg,ร้านกาแฟ ตั้งร้านค้าบนทางเท้า ตั้งโต๊ะเก้าอี้ บริเวณหน้าร้านกีดขวางทางเดินเท้า ผิดพรบ. รักษาความสะอาดของกทมช่วยดำเนินงานจัดการด้วยครับ,"Coffee shop set up a shop on the sidewalk. Table chair In front of the shop, obstructing the pathway to the Cleaner Act of Bangkok, helping to manage.",136
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5f4ee3d7a961cb01c515406a13546cdd5d780443.jpg,ถนนเป็นหลุม,The road is a hole.,11
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5202f934f6b32ab67981c4d823b5e959195bc5a5.jpg,ฝุ่นจากรถบรรทุก,Dust from trucks,15
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/79c4441efe4d79d77607b59b970ec887adb97f49.jpg,ฟุตบาทมีสิ่งกีดขวางทางเดินล้ำเข้ามาครับ รบกวนตรวจสอบด้วยครับว่า การกระทำแบบนี้ลุกล้ำในเขตพื้นที่ที่ของ กทม ไหมครับ หากลุกล้ำต้องย้ายสิ่งกีดขวางนะครับเพื่อให้ทางเดินกว้างมากขึ้นไม่ลำบากต่อผู้เสียภาษีที่เดินด้วยเท้านะครับ,"The footpath has obstacles in the path. Please check that Do this act in the area of ​​Bangkok? If you have to move the obstacles in order to make the path wider, not difficult to the taxpayers walking with feet.",219
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a6c046b4be5644a25cb9eee148cde0fe0370337c.jpg,1) ไฟถนนของซอยดับมานานเป็นสัปดาห์แล้ว2) ทำให้เวลาขับขี่มองลูกระนาดไม่เห็น ทำให้สะดุดตากว่านี้3) ร้านอาหารตรงข้ามโลตัสเอ็กเพรสท้ายซอยแยก 18 หลังร้าน 20 บาท ส่งเสียงดังจากการเปิดเพลงเวลาดึกๆ,"1) The road lights of the alley have been extinguished for a week now. 2) causing the time to drive the xylophone. 3) Restaurant opposite Lotus Express at the end of the alley, intersection 18, the shop 20 baht, making a loud noise from opening the music at night",190
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/97d1dc33611b4fc6b2c28b3d2454f5781ba5b200.jpg,ถนนตอนกลางคืนมืดมาก ไม่มีไฟ,"The road at night is very dark, no fire.",27
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/8027e2b84a8d03b0f638f1224cb947799705aec0.jpg,ร้าน prime burger  ติดตั้งตัวป้ายไฟ ขนาดใหญ่บนทางเท้าบริเวณหน้าร้านกีดขวางทางเดินเท้า ผิดพรบ. รักษาความสะอาดของกทมช่วยดำเนินงานจัดการด้วยครับ,"Prime Burger shop, install the light sign Large on the sidewalk in front of the shop, obstructing the pathway, the wrongdoing of Bangkok, helping to manage.",143
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/b809bd539265ade118c1eeac4f74820e4423c845.jpg,ร้าน eleven taro & steak Bar ติดตั้งตัวมาสคอตขนาดใหญ่บนทางเท้าบริเวณหน้าร้านกีดขวางทางเดินเท้า ผิดพรบ. รักษาความสะอาดของกทมช่วยดำเนินงานจัดการด้วยครับ,"Eleven Taro & Steak Bar is equipped with a large mascot on the sidewalk in front of the shop, obstructing the pathway.",152
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f76591354ed2b591fbeb342d3a7e82f4fb025bb6.jpg,ซอยแจ้งวัฒนะ 1 ทั้งซอยผิวทางขรุขระสุดๆครับ รบกวนปรับปรุงผิวทางอย่างเร่งด่วนนะครับ แบบนี้อันตรายต่อพวกรถเล็ก รวมทั้งจักรยานด้วยนะครับ,"Soi Chaeng Watthana 1, both alley, the surface of the road is extremely rough. Please improve the surface of the road urgently. This is dangerous to the small cars. Including bicycles as well",132
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/0a938c3c026ce0f2ce7b8daf6b75792a5a8174c7.jpg,มีรถจอดบนถนนตลอดเวลา หน้าป้ายห้ามจอดร้านตลอดเวลา ทั้งร้านขายมอไซก็จอดมอไซหน้าร้าน ร้านขายอุปกรณ์ก็จอดรถขนส่งไว้ที่มุมถนน,There is a car parked on the road all the time. In front of the stop sign all the time Including motorcycle shops parked in front of the shop The equipment shop also parks in the corner of the road.,120
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/8c754c768b259f9521f6b36aaba7c03f646f83df.jpg,ไฟฟ้าส่องสว่างภายในซอย สาธารณะโฉนด 1051 เป็สาธารณะแล้ว,"Electricity illuminated within the public alley, the title deed 1051 is a public.",54
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/0d3a281c1d563ce645b1d7066fe2113014a65511.jpg,ไม่ได้รับการแก้ไขเรื่องกลิ่นเน่าเหม็กจากเศษอาหารของแม่้ค้าบ้านเลขที่ 118/22 มีจนท.เข้ามาตรวจจริง แต่แม่ค้าก็ไม่ได้แก้ไขให้ดี ยังปล่อยให้มีกลิ่นควันต้มนิ่งจากการทำอาหารตั้งแต่เวลา09:00ถึง13:00น.ทุกวัน ทำเสร็จก็ทิ้งขยะไว้หน้าบ้านตนเองไม่มีฝาปิดกลิ่นขยะน้ำเน่านองส่งกลิ่นเหม็กคาวปลาเนื้อสัตร์ไปทั่วซอย รบกวนจนท.ดำเนินการขั้นสูงสุดด้วยครับ,"Not being resolved in the smell of the food scrap from the food scraps of the mother, house number 118/22. But the vendor did not fix it well Also let the smoke smell stand still from cooking from 09:00 to 13:00 every day After finished, throw the garbage in front of his house without a lid. The smell of the water. Please do the highest level.",335
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/55a8b695d23bafde8e296468cf3ea1d70439d114.jpg,ขุดถนนวางท่อไว้ไม่กลบ ชาวบ้านเอาหินมากลบแล้ว ยังไม่ดี,"Digging the road, putting the pipe, not drowned The villagers brought the stone to cover and not good.",53
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/aef45d6192525057de72f861d95d111221824421.jpg,กลิ่ยขยะจากโรงขยะอ่อนนุชส่งกลิ่นเหม็นจนไม่สามารถทำงานและนอนได้,Garment from the Onnut Garbage Smells so bad that it is not able to work and sleep.,62
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/86577dd0007e010b10a4102ea1c0c2529d555279.jpg,ถนนเป็นหลุมเป็นบ่อ เวลาน้ำท่วมอาจเกิดอันตรายในการสัญจรได้,The road is a bumpy. Flooding time may be dangerous in traveling.,57
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5491619c492304f855b6be0f04fc4db3864d1255.jpg,เนื่องจากเหตุการณ์น้ำท่วมช่วงเดือนที่ผ่านมาแถวเขตหลักสี่ บางเขน ทำให้น้ำเข้าท่วมในตัวบ้านข้าวของเสียหาย  ทางบริบริษัทมีนโยบายช่วยเหลือพนง แต่ต้องการผู้มีอำนาจลงนามในเอกสารยืนยันเพื่อการตรวจสอบ ซึ่งบ้านอยู่พหลโยธิน 45 ซึ่งไม่มีผู้ใหญ่บ้าน และทางเขตไม่ได้ประกาศเป็นเขตน้ำท่วม ทางกทม จะสามารถออกหรือลงนามเอกสารนี้ได้มั้ยคะ เพื่อปรพกอบการเบิกค่าช่วยเหลือจากบริษัทค่ะ,"Due to the floods during the past month, Lak Si Bang Khen area, causing the water to flood in the house. The company has a policy to help. But want the authority to sign the confirmation documents for the inspection In which the house is in Phahonyothin 45, which does not have the headman And the district is not announced as a flooded area of ​​Bangkok, can it be issued or signed this document? In order to carry the assistance from the company",362
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/82c98e92df9409e2b0966451203fc864f0f29b14.jpg,ถนน. กัลปพฤกษ์  ขาออก เลนกลาง ถนนชำรุด.รถขับมาไวๆอันตรายมาก แก้ไขด้วยนะ,The road.,71
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/c160b46cf58c587df37cfae0fcc5422cfd901c42.jpg,ถนนชำรุดบริเวณรามอินทรา 31 กลางซอย,The road is damaged at Ram Inthra 31 in the middle of the alley.,34
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/df141d8d91fdaff99e15dbcabdfa8566f164fb03.jpg,ร้านอาหารตามสั่งเปิดในสถานที่ที่เป็นที่พักอาศัย ทาวเฮ้าส์อยู่ในซอยลึก ทำให้ส่งกลิ่นเหม็นฟุ้งกระจายไปทั่วบริเวณ เกิดความเดือดร้อนมาเป็นเวลานานกว่า 2 เดือน ทั้งกลิ่นเหม็นอาหาร ทั้งกลิ่นน้ำมัน ซักผ้าตากผ้าไม่ได้เลย ทำให้พื้นที่บริเวณในซอยสกปรก ก่อให้เกิดหนู แมลงสาบ ท่อตัน และเชื้อโรค นอกจากกลิ่นเหม็นยังประสบปัญหาลูกค้าของร้านอาหารจอดรถเกะกะในซอยเป็นจำนวนมาก พูดคุยเสียงดัง สูบบุหรี่ และกลิ่นท่อไอเสียอยู่ในอากาศตลอดเวลาเคยแจ้งเรื่องร้องเรียนไปทางเขตห้วยขวางแล้วเมื่อ 2 เดือนที่แล้ว แต่เจ้าหน้าที่ทำงานล่าช้า และเพิกเฉย ไม่สามารถใช้กฎหมายให้เป็นประโยชน์ได้,"Open restaurant in places that are residences Townhouse is in the deep alley. Causing a foul odor to spread throughout the area In trouble for more than 2 months, including foul odor Both the smell of oil I can't dry clothes. Causing the area in the area to be dirty Causing rats, cockroaches, pipes, tons, and germs. Talking loudly, smoking and the smell of exhaust pipes in the air all the time. The complaint has been reported to Huai Khwang area 2 months ago, but the staff work was delayed and ignored the law to be useful.",557
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/1786043a22d951e5843a6b4cee3a510826a65ff6.jpg,ขอบคุณที่ กทม  เปลี่ยนฝาท่อทรุดให้รวดเร็วคะ,Thank you at Bangkok to change the pipe cover quickly.,43
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6bcef4fd1210432ab547b94acf55cf27500bab9a.jpg,ช่วงเกาะกลางถนนที่เป็นช่องทางเดินสำหรับคนข้ามถนนบริเวณสัญญาณทางข้าม ที่เพิ่งติดตั้งเสร็จ มีความไม่เรียบร้อยและสกปรกจุดสังเกต คือ อาคารกสิกรไทย สาขาสำนักงานใหญ่ และร้านบุญชัยการแว่น สาขาอารีย์,"The island in the middle of the road that is a pathway for people crossing the road. That has just been installed There is no neat and dirty. The observation point is Kasikorn Building. Headquarters And Boonchai Karnwan Shop, Aree Branch",193
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9425d5428da230c62582793bfad3ad6c08bc3ef6.jpg,ป้ายร้านอาหารวางกีดขวางทางเท้าครับ,Restaurant signs to hinder the sidewalk.,34
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a93f6bf4a5da31b8c886b760c4656a7ac9ce7a7e.jpg,อยากให้ทางเจ้าหน้าที่ตำรวจ กวดขันเรื่องการจอดรถวันคู่ วันคี่ หน่อยครับ มีพวกมักง่าย จอดไม่สนใจ วันคู่ วันคี่ ทำให้รถสวนกันไม่ได้ เกิดปัญหารถติดขัด,"Would like the police Strict about parking on a pair of days, odd days. There are careless people, not interested, daydown, odd day, causing the car to not be garden. There was a traffic jam problem.",146
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a776f017590fb332474190df5c969defd9ce9381.jpg,ถนนชำรุดบริเวณรามอินทรา 39 แยก 3 กลางสี่แยก,Damaged road in Ram Inthra 39 Intersection 3 in the middle of the intersection,43
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2ef713088fca4a6397522f5343169500e2d417c2.jpg,ไม่เก็บขยะ,No garbage,10
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/c72d8fb9c91e1375948b9bd70737b0b6462de847.jpg,แจ้งไฟฟ้าส่องสว่าง ชนิดติดตั้งกับเสาไฟฟ้า ดับ ชำรุด บน ถ.พระรามที่ 3 ฝั่งขาเข้า (มุ่งหน้าคลองเตย)1. หน้าปั๊มน้ำมัน คาลเท็กซ์ ปาก ซ.พระรามที่ 3 ซ.61 เสาไฟฟ้า ต้นเบอร์ 349/12. หน้าทางเข้า โรงเบียร์เยอรมันตะวันแดง เสาไฟฟ้า ต้นเบอร์ NS415-16H,"Notify electricity The type installed with the electric pole is damaged on Rama 3 Rd., Inbound (heading to Khlong Toei) 1. In front of Caltex Pak Pak Pak Pak, Soi Rama 3, Soi 61, Polar Pole, Ton 349/12. In front of the German Brewery entrance",240
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/bbaf3efe4912ce03b76bc0da2e02e11c5f2f7373.jpg,หลังคาบปิดบังเเสงสว่าง,Bright roof,22
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/c9d1540930b2accea6729ffef928726f6bd629c4.jpg,ในชุมชนหลังวัดปทุมวนาราม  มีหลังคาปิดบังไฟฟ้าส่องเเสงจัน,In the community behind Pathum Wanaram Temple With an electric shining roof,56
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/175fd830a370079306b48bc18618c8fca703ae0c.jpg,พื้นถนนยุบตัวเสี่ยงต่อการเกิดอุบัติเหตุ,The road surface collapses the risk of accidents.,39
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5cefe153c9f789c04336a456b88e3072b9d0bc50.jpg,จอดรถบนถนนสาธารณะแจ้งไปตั้งแต่วันศุกร์ ที่แล้ว วันนี้วันจันทร์ ที่ 17 ตุลาคม 2565 สน สำเหร่ ยังคงเพิกเฉยต่อการปฎิบัติหน้าที่ กวดขันจราจร จนเป็นเหตุให้ประชาชนได้รับความเดือดร้อน มีรถเข้าออก เกือบ 40 คัน แต่เดือดร้อนกับรถเพียง 2-3 คันเท่านั้น,"Parking on a public road, reported to this Friday. Today, Monday, October 17, 2022, the pine is still neglected to perform the duties of traffic, causing the people to suffer, there are almost 40 cars in and out. But only 2-3 cars in trouble",240
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5084802f9bdef67c6325b42242c58963a8c901e5.jpg,ไฟสัญญาณจาราจรถนนสมเด็จพระเจ้าตากสินตรงหน้าไปรษณีย์สำเหร่มีมาติดตั้งนานแล้วแต่ไม่เปิดใช้บริการ ทำให้กลับรถยาก แต่ไม่สามารถใช้ทางม้าลายได้จริง,The signal of the King of King Taksin in front of the post office has been installed for a long time but not enabled. Makes it difficult to make a U -turn But cannot actually use the crosswalk,141
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e83e2def3d24fe83ed3530d2851090a3be1094b8.jpg,รื้อถอนอาคาร,Building demolition,12
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7d782bcab9abeedd7583cca40973eedeff4916f3.jpg,บุฟบาทแย่มาก เป็นกับดักระเบิด,Buffalo is terrible as a bomb trap.,29
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9c7f768f113dde91b2f5dfe1ef1456ad72f5de9e.jpg,โคมไฟกิ่ง ติดกับเสาไฟฟ้า เบอร์สีดำ 11 ถ.ย่านพหลโยธิน หน้าร้านสหเจริญค้าถัง โคมไฟหมุนหักล้มลงมา อาจจะร่วงลงมาเกิดอันตรายต่อรถด้านล่างได้,"The branch lamp next to the electric pole, black number 11, Phahonyothin Rd. In front of Sahacharoen Tang Shop The rotating lamp falls down. May fall to the car below",135
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f5265f748f0b6b25fe95314d497e510460485314.jpg,เสาป้ายจราจรสีเหลืองให้นักเรียนข้าม ฝั่งวัดเลาเอน จะล้มแล้วช่วยมาปรับให้หน่อยครับ,Yellow traffic sign for students to cross Lao En Temple Will fall and please adjust,81
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/915320233dbe8653e5f73b81385f7c8494b5411e.jpg,อยากให้ตั้งกองทุนจากใจชาวกทม.รวบรวมเวินช่วยเหลือจังหวัดที่รับน้ำแทนชาวกรุงเทพ,Would like to set up funds from the hearts of Bangkok people to collect Wen to help the provinces that receive water on behalf of Bangkok,77
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a95ea3e218dfa26295cd0f8cfd0b8cbbe7e5bf52.jpg,ตั้งของวางปิดทางเดินเท้า การสัญจร,Set up a walkway,33
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9e4ccf6c96ae7c2081adc4cf5fdbb6e24ff93586.jpg,ขอทางสองสว่างในซอยสาธารณะ,Request a second way in the public alley.,25
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d6762e6b03ce647108fc6fc905a3ccadc0b34192.jpg,บ้านเลขที่1078/197-198เทปูนล้ำรางวีลุกพื้นที่สาธารณะ,House No. 1078/197-198 Plope Rang V,52
